content,score,at
nicee,3,2025-07-21 06:35:04
Duolingo is the best opportunity for learning new language.,5,2025-07-21 06:28:51
Duolingo is very nice app you must download This app 💞,5,2025-07-21 06:28:26
It’s a good App i like this,4,2025-07-21 06:25:24
good 😊,5,2025-07-21 06:23:46
loved it,5,2025-07-21 06:23:28
very nice 👍 english ka laya aacha ha,5,2025-07-21 06:19:36
"So easy to learn. My son and I like this App. I learn Spanish, he learns Russian.",5,2025-07-21 06:15:54
good,3,2025-07-21 06:14:59
good Apps,5,2025-07-21 06:14:29
"Starting from the beginning, it makes it fairly easy.",5,2025-07-21 06:12:33
nice,5,2025-07-21 06:11:28
good me bahot kuch sikh Raha hun thankyou duo.,5,2025-07-21 06:11:24
nothing what I tell just amazing,5,2025-07-21 06:10:58
"I think this is a way language, I like it",4,2025-07-21 06:09:57
nice really learning German very quickly and easily.,5,2025-07-21 06:09:52
good to learn as a game,4,2025-07-21 06:08:37
very helpful,5,2025-07-21 06:08:20
this app is very good for learning and practicing english,5,2025-07-21 06:06:01
The audio is not recording on why I say even though I said it correctly. To 1 star to get your attention on this please. I like your app,1,2025-07-21 06:05:41
love it,5,2025-07-21 06:04:40
a super great language learning app. I recommend it for all who want to learn Spanish.,5,2025-07-21 06:04:36
it's really helped me learn Russian I really think that if you're trying to learn a language try Duolingo it really helped me and I think it'll hel people other people,5,2025-07-21 06:03:24
super star 👏,5,2025-07-21 06:03:09
𝓽𝓱𝓲𝓼 𝓲𝓼 𝓽𝓱𝓮 𝓫𝓮𝓼𝓽 𝓵𝓪𝓻𝓷𝓲𝓷𝓰 𝓪𝓹𝓹 💯🧠,5,2025-07-21 06:02:13
😊,5,2025-07-21 06:00:57
"It definitely helps if you're trying to practice a language you already know, and it's also great with teaching you something new. With typing, reading, and even speaking, 10/10.",5,2025-07-21 06:00:16
it teaches us languages and it shows us how to say it 🙂🙂🙂,5,2025-07-21 05:57:18
Helpful app,2,2025-07-21 05:56:06
LIKE It's ❤️‍🔥❤️‍🔥🤗,5,2025-07-21 05:54:43
This is a very interesting app for any languages. and you can easily learn any languages using this app..🤩🤩,5,2025-07-21 05:54:28
good for beginners and children,5,2025-07-21 05:53:27
Very nice game,5,2025-07-21 05:52:17
"Great app, very helpful so far.",5,2025-07-21 05:51:56
very good,5,2025-07-21 05:51:48
This app is great! My daughter and I are learning together! It definitely makes learning so much more fun and exciting!,5,2025-07-21 05:51:11
amazing. I am already fluent in Japanese and French because of this app!,5,2025-07-21 05:50:00
this is very good.,5,2025-07-21 05:48:03
Thank YOU so much,5,2025-07-21 05:47:04
good to learn with duoooo.....,5,2025-07-21 05:46:46
so good app 😄,5,2025-07-21 05:44:52
it's a great app,5,2025-07-21 05:41:11
essy लेअरनिंग इंग्लिश,5,2025-07-21 05:39:26
"I bought a timer boost, it took my money, and gave me nothing. Scam!",1,2025-07-21 05:37:30
this app is very good 👍,5,2025-07-21 05:36:50
dulingo is the best app to learn English,5,2025-07-21 05:35:36
this is amazing,5,2025-07-21 05:34:43
"It's good for starters. If you do one lesson a day just to keep your streak, it takes a while to complete a level. It's very repetitive. You just practice the same words and only learn like 4-5 new words each level. Also, the reminders are very annoying. Every week or two, even if you don't continue your streak, you get a reminder. And if you do, it reminds you every day. Also, the voice thing never works, and you just lose a life for it. The ads are also annoying. I recommend this to beginners.",1,2025-07-21 05:32:01
good I love it,5,2025-07-21 05:31:41
Good day,5,2025-07-21 05:31:19
You can no longer practice to replenish lost hearts making learning new material extremely difficult. The app pushes its paid version after every single thing you do. I casually practice when I have time and the app icon on home screen will start to have different looks turning even sick looking and it's so annoying to look at I've had to hide it lol. Unfortunately I don't believe this app is very good for free and casual users anymore.,2,2025-07-21 05:30:09
You get to learn so many different languages and there is alot of support saying you can do this on the app Duolingo and i highly recommend it,5,2025-07-21 05:28:35
it's nice,4,2025-07-21 05:27:55
"Really a good app, to learn basic convo.",5,2025-07-21 05:24:21
nice app,5,2025-07-21 05:22:58
it's feels like learning english while playing,4,2025-07-21 05:22:44
it's really fun and educational! I would recommend it to everyone who is curious in another language 😁,5,2025-07-21 05:20:49
I've been kidnapped and forced by the Duolingo bird to say that this app is great please help me,5,2025-07-21 05:18:42
really fun and I am learning so much definitely recommend,5,2025-07-21 05:18:32
it's awesome I learned a lot of stuff so far from Koroen and french,5,2025-07-21 05:18:08
"I love duolingo! the lessons r truly some of if not the best most interesting lessons, BABBEL COULD NEVER.",5,2025-07-21 05:17:16
this is a good app and and this shows a bunch of languages and it shows me how to talk in different ways like Italian and Chinese and other languages so l like that it has ads because the ads are from the app so thank you doulingo for teaching me different languages it's so fun to learn different languages from this app like they have like you are in 2nd place or 1st place so that's why l like it so so much that is crazy 🤪 😊 ☺️ 😀 😄 🙂 🤪so thank you so much doulingo for these languages lol,5,2025-07-21 05:17:07
It's really fun and educational,5,2025-07-21 05:16:17
"Great way to learn new languages. Unfortunately, it doesn't always start with the absolute basics.",4,2025-07-21 05:14:30
very gooooood app. I passed my bba,4,2025-07-21 05:12:45
Why isn't this app updated for Android users? I (Android user) have been using this app longer than my husband (iPhone user). And he has a lot more activity options than I do. This is really annoying.,2,2025-07-21 05:11:25
it's good i like it,5,2025-07-21 05:10:16
good,5,2025-07-21 05:08:58
"Duolingo has helped my international speaking significantly. It is a very helpful app for those who are trying to learn a new language. For fun, or for education!",5,2025-07-21 05:08:49
cool app,5,2025-07-21 05:07:49
keren sih tpi knp mendukung lagibete si,5,2025-07-21 05:07:29
good 😊..... interested...,4,2025-07-21 05:03:37
"The app is excellent for learning new language but I was disappointed to see Haitian creole but not Louisiana creole, I know they are basically the same but still...",4,2025-07-21 05:03:19
duolingo is a great app for beginners..I love the way of learning.. it feels like a game..❤️and its free ..which is amazing! :),5,2025-07-21 04:59:29
good,3,2025-07-21 04:58:56
i m advance learner,1,2025-07-21 04:57:44
AI is disgusting,1,2025-07-21 04:55:46
"if you are wanting to learn to speak after language, choose a different app. this one forces you to spell rather than ask you what your goal is. it does not explain grammar.",1,2025-07-21 04:52:04
haha it is nice good and understanding. learning taking two or four time practice,5,2025-07-21 04:51:33
this is very useful application ☺️☺️,5,2025-07-21 04:49:47
"I would have put 5 stars if you want to get out of the lesson but duolingo says ""Do you want to finish the lesson or do it later?"" and not cry.",4,2025-07-21 04:48:56
"It's a decent app, but please change the app icon back to normal (or at least make it so we have a choice). I feel way less enthusiastic to use the app when the owl icon is glaring at me. 🫠",3,2025-07-21 04:46:48
"it is very useful and easy to use. it grows our intelligence and help in other work. can you install it and take its benefits. you learn more and more from the app. thank to give me the chance to express my views on app. give your time and you improve your life it's like game and you learn languages so, I have also opinion to install the app ☺️. then you learn and grow to much. it really develope your scales and you get you success. l have also improve my English and you. l am really like it .",5,2025-07-21 04:45:16
it is really good but sometimes they ask questions with their own language that's y it's Hard to understand it,4,2025-07-21 04:42:36
"Very good, except since last update, to speak, not even one second, it's considered an error",3,2025-07-21 04:42:24
perfect,5,2025-07-21 04:41:33
his a best app,5,2025-07-21 04:39:59
Great app! would like to see Thai & Tagalog offered.,4,2025-07-21 04:39:52
it was very good for me,5,2025-07-21 04:38:49
nice,5,2025-07-21 04:36:26
very good 👍,5,2025-07-21 04:36:03
its very helpfull,5,2025-07-21 04:34:16
I can't to use microphone Is sad,4,2025-07-21 04:34:15
"Google ads are not closing, make imposible to continuing the lessons",1,2025-07-21 04:33:19
really good for learning languages,5,2025-07-21 04:33:01
Practice makes perfect. Regular fun practice everyday helps me to learn this language. I find myself walking around the house speaking French to practice. I love this app,5,2025-07-21 04:31:20
great but keep the add heart option,5,2025-07-21 04:30:26
nice 👍 app,5,2025-07-21 04:29:16
"so ,good and helpful for learn a language",5,2025-07-21 04:28:54
"very good, and encouraging 10/10",5,2025-07-21 04:28:49
An OK app in steep decline,2,2025-07-21 04:25:29
I think they make learning appetising and loving 🥰🥰,5,2025-07-21 04:23:10
wonderful,5,2025-07-21 04:21:37
it's the best app to improve in linguistics generally,5,2025-07-21 04:21:11
حلو جدا❤️❤️,4,2025-07-21 04:16:30
This is a very great app Infact it's so good I never knew anything in Spanish but just in one day I got the app I have already the Spanish bases,5,2025-07-21 04:13:08
the glitch on the website not fixed -cannot place words on the right place,2,2025-07-21 04:09:15
it's very good I am so happy if I do it always like practice always I will learn it very fast in speaking,5,2025-07-21 04:08:39
Nice app,5,2025-07-21 04:07:22
I love you 🥰💗,5,2025-07-21 04:02:13
nice,5,2025-07-21 04:01:04
excellent platform,5,2025-07-21 03:59:55
thanks Duolingo ♥️,4,2025-07-21 03:52:02
"worst, I learned Russian and had a 300+ day streak, it didn't help at all and the russian kid I wanted to be friends with learned enough English, only think I learned in Russian was yes, welcome,Hello,no and that's it.",1,2025-07-21 03:51:12
easy to learn and doesn't cost much danke,5,2025-07-21 03:50:57
very convincing,5,2025-07-21 03:50:27
❤️‍🔥,5,2025-07-21 03:50:22
soo God this app it's amezing,5,2025-07-21 03:49:44
It's too useful 🔥,5,2025-07-21 03:44:18
"It's bad. Since AI, the sentences are weird (the car eats the mouse). A lot of wrong translations. Only north Vietnamese. And the worse, it doesn't explain any grammar, so you have to figure that out yourself. That cost so much time and you make so many errors which you don't understand that it'll take 10 times longer to learn the language. 😭😭😭 Only good to 'improve' your vocabulary with the force to use it daily. Use a good course book!!!",2,2025-07-21 03:43:09
good,5,2025-07-21 03:41:16
good,4,2025-07-21 03:38:20
Good,5,2025-07-21 03:36:39
super cool.. have nothing to complain.. u can improve ur language skill from the begging if u know basics,5,2025-07-21 03:36:33
it's really fun and good but it's kinda does the same stuff,4,2025-07-21 03:34:25
"Too much AI. Used to be an okay app, but ever since they replaced their employees with AI its just slop. Not a great app, it's really buggy lately as well. Do not download.",1,2025-07-21 03:28:35
